suite,lens,item_index,item_name,label_index,label,scored_form,token_id,layer,censored_rank,within_top25
lens-eval-association,fit_a,1,pregnant,0,pregnant, pregnant,20280,26,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,0,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,1,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,2,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,3,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,4,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,5,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,6,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,7,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,8,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,9,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,10,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,11,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,12,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,13,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,14,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,15,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,16,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,17,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,18,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,19,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,20,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,21,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,22,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,23,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,24,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,25,26,False
lens-eval-association,fit_a,2,lie,0,lie, lie,10246,26,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,0,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,1,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,2,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,3,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,4,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,5,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,6,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,7,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,8,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,9,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,10,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,11,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,12,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,13,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,14,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,15,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,16,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,17,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,18,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,19,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,20,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,21,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,22,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,23,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,24,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,25,26,False
lens-eval-association,fit_a,3,poverty,0,poverty, poverty,19005,26,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,0,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,1,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,2,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,3,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,4,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,5,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,6,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,7,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,8,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,9,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,10,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,11,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,12,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,13,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,14,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,15,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,16,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,17,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,18,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,19,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,20,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,21,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,22,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,23,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,24,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,25,26,False
lens-eval-association,fit_a,4,proposal,0,proposal, proposal,13734,26,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,0,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,1,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,2,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,3,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,4,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,5,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,6,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,7,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,8,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,9,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,10,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,11,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,12,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,13,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,14,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,15,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,16,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,17,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,18,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,19,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,20,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,21,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,22,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,23,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,24,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,25,26,False
lens-eval-association,fit_a,5,fired,0,fired, fired,13895,26,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,0,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,1,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,2,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,3,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,4,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,5,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,6,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,7,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,8,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,9,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,10,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,11,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,12,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,13,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,14,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,15,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,16,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,17,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,18,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,19,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,20,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,21,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,22,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,23,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,24,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,25,26,False
lens-eval-association,fit_a,6,divorce,0,divorce, divorce,24532,26,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,0,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,1,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,2,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,3,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,4,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,5,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,6,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,7,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,8,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,9,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,10,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,11,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,12,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,13,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,14,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,15,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,16,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,17,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,18,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,19,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,20,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,21,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,22,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,23,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,24,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,25,26,False
lens-eval-association,fit_a,7,relief,0,relief, relief,15957,26,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,0,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,1,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,2,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,3,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,4,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,5,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,6,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,7,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,8,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,9,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,10,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,11,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,12,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,13,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,14,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,15,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,16,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,17,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,18,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,19,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,20,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,21,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,22,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,23,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,24,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,25,26,False
lens-eval-association,fit_a,8,pennsylvania,0,Pennsylvania, Pennsylvania,19771,26,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,0,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,1,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,2,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,3,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,4,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,5,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,6,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,7,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,8,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,9,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,10,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,11,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,12,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,13,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,14,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,15,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,16,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,17,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,18,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,19,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,20,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,21,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,22,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,23,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,24,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,25,26,False
lens-eval-association,fit_a,9,prohibition,0,prohibition, prohibition,49867,26,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,0,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,1,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,2,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,3,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,4,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,5,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,6,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,7,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,8,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,9,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,10,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,11,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,12,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,13,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,14,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,15,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,16,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,17,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,18,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,19,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,20,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,21,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,22,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,23,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,24,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,25,26,False
lens-eval-association,fit_a,10,nasa,0,NASA, NASA,21431,26,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,0,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,1,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,2,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,3,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,4,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,5,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,6,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,7,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,8,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,9,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,10,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,11,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,12,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,13,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,14,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,15,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,16,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,17,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,18,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,19,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,20,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,21,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,22,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,23,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,24,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,25,26,False
lens-eval-association,fit_a,11,einstein,0,Einstein, Einstein,54052,26,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,0,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,1,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,2,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,3,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,4,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,5,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,6,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,7,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,8,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,9,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,10,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,11,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,12,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,13,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,14,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,15,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,16,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,17,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,18,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,19,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,20,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,21,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,22,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,23,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,24,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,25,26,False
lens-eval-association,fit_a,12,darwin,0,Darwin, Darwin,44380,26,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,0,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,1,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,2,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,3,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,4,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,5,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,6,26,False
lens-eval-association,fit_a,13,beatles,0,Beatles, Beatles,54857,7,26,False
